"region","country","state","site_type","org","suborg","site","incident_url","severity","potential_severity","last_update_to_severity","risk","status","type","creator","created_at","updated_at","recordable","last_update_to_recordability","approval_required","involved_person_id","tenure_at_amazon","tenure_days_at_amazon","nearmiss_date","nearmiss_time","date_reported","time_reported","event_type","initial_risk_assessment_criticality","initial_risk_assessment_likeliness","initial_risk_assessment_severity","post_risk_assessment_criticality","post_risk_assessment_likeliness","post_risk_assessment_severity","scope","sub_event_type","incident_id","initial_info_phase_status","initial_info_created_at","initial_info_updated_at","initial_info_assignee","initial_info_employee_occupation","initial_info_contractor_department","initial_info_agency_name","initial_info_contractor_firm_employee","initial_info_contractor_related","initial_info_contractor_type","initial_info_incident_description","initial_info_process_path","initial_info_location_event","initial_info_nearmiss_type","initial_info_object_substance_involved","initial_info_primary_impact","initial_info_primary_object","initial_info_product_involved","initial_info_product_involved_ind_initial_info","initial_info_risk_assessment_category","initial_info_risk_assessment_group","initial_info_risk_assessment_hazard","initial_info_risk_assessment_likeliness","initial_info_risk_assessment_severity","initial_info_secondary_impact","initial_info_secondary_object","initial_info_shift","initial_info_shift_start_time","initial_info_manager_supervisor_alias","investigation_phase_status","investigation_created_at","investigation_updated_at","investigation_assignee","investigation_asin","investigation_audio_recordings_available","investigation_documentation_activity_or_processes","investigation_documentation_activity_or_processes_upload","investigation_documentation_associate_or_personal","investigation_documentation_standards_policies_procedures","investigation_documentation_standards_policies_procedures_upload","investigation_documentation_technology_or_computer_data","investigation_equipment_documentation","investigation_equipment_upload","investigation_evidence_file_upload","investigation_evidence_near_incident_location","investigation_light_noise_temperature","investigation_light_noise_temperature_description","investigation_link_to_news_coverage_of_incident","investigation_media_involvement","investigation_object_substance_involved","investigation_photos_available","investigation_photos_upload","investigation_primary_object_type","investigation_recreation_photos_available","investigation_product_involved","investigation_recreation_photos_available_upload","investigation_secondary_object_type","investigation_tools_or_equipment_condition","investigation_tools_or_equipment_condition_description","rca_phase_status","rca_created_at","rca_updated_at","rca_assignee","rca_contributing_factor_category","rca_contributing_factor_human_behaviour","rca_contributing_factor_org_process","rca_contributing_factor_org_workplace","rca_contributing_factor_tech_equipment","rca_contributing_factorhuman_leadership","rca_contributing_factor_tech_material","rca_primary_cause","rca_root_cause_variant","rca_root_cause_other","rca_alternate_upload_option","rca_external_analysis_file","rca_external_analysis_link","rca_comments","badge_color"
"Fresno","US","California","SSD DC","AMZL","AMZL-NA-R2L","HLA6","https://NA.ehs-amazon.com/incidents/incident/0002a146-4419-4010-a223-df65de71dd11/summary","PENDING","D","2025-11-19 03:11:27.875",,"CLOSED","NEAR_MISS","csancfer","2025-11-19 03:11:27.875","2025-11-19 11:41:31.460",0,"2025-11-19 03:11:27.875",0,"flourigo","Less than 1 month",12,"2025-11-18 00:00:00","2025-11-19T02:40:00Z","2025-11-18 00:00:00","2025-11-19T02:43:00Z",,"NEGLIGIBLE","HIGHLY_UNLIKELY","NEGLIGIBLE",,,,"TDA|8eac608e-2ab8-4038-965c-a56fce32522a,TDA|f9d15c4c-94d5-4da7-9cee-2e4e5195c6a7,TDA|5ae02a26-8841-4171-af17-73997edfdb69,TDA|9c19b640-5d9d-4027-9117-b07051d1f1be,TDA|c2e7827b-348d-4c47-aec6-569612a46fa4,TDA|4580f3d2-2d90-4050-82a3-dde7390fae7e,TDA|731b6978-5a48-4734-b714-4265bd4d2906",,"0002a146-4419-4010-a223-df65de71dd11","COMPLETED","2025-11-19 03:11:29.164","2025-11-19 11:41:29.285",,"Amazon Warehouse Associate",,,,"Employee",,"1. _Incident Description_ BU - SITE (Injury Type, Body Part) – On 11/18/2025 approximately at 6:40 am AA was operating their OP traveling down the straightaway on the east-side of building. AA was preparing to enter VNA 200/201, when turning into the aisle the AA did not have enough space and struck against the yellow guard with the left side of their OP. In addition the AA did have a final touch point logged. 
2. _Recordability Rationale_ -. N/A
3._Training – AA was trained in PICK process path 11/12/2025
4. _Root Cause_ -  Upon further investigation the root cause in this situation is the lack of situational awareness. 
5. _Corrective Action_ - 1. Have AA complete situational awareness formulate (Owner:csancfer 11/22/2025)
6._SGT – 0
7._ADAPT – 0
","Outbound","VNA (Very Narrow Aisle)","PIT","False","Struck by or against",,,"False","Materials/Objects & Equipment/Mechanical","Safety","Moving equipment","HIGHLY_UNLIKELY","NEGLIGIBLE","Collision with fixed object",,,,"ba724536-4611-46a6-918f-5fdff060f3ee","READY","2025-11-19 03:11:31.539","2025-11-19 11:41:31.370",,,,,,,,,,,,,,,,,,,,,,,"False",,,,,,,,,,,,,,,,,,,,,,,"WHITE_WITH_BLUE_BORDER"
"Fresno","US","California","SSD DC","AMZL","AMZL-NA-R2L","HLA6","https://NA.ehs-amazon.com/incidents/incident/005afc9a-e0d5-410b-ad5d-fd82935bcd02/summary","PENDING","C","2025-06-18 00:37:33.881",,"CLOSED","NEAR_MISS","dqqueved","2025-06-18 00:37:33.881","2025-10-12 16:01:59.189",0,"2025-06-18 00:37:33.881",0,"lugvidri","6-12 months",356,"2025-06-16 00:00:00","2025-06-16T22:29:00.000Z","2025-06-16 00:00:00","2025-06-17T02:03:00.000Z",,"LOW","UNLIKELY","MINOR","LOW","UNLIKELY","MINOR","TDA|8eac608e-2ab8-4038-965c-a56fce32522a,TDA|f9d15c4c-94d5-4da7-9cee-2e4e5195c6a7,TDA|5ae02a26-8841-4171-af17-73997edfdb69,TDA|1a93cf8f-6315-4601-8540-47972f16a859,TDA|c2e7827b-348d-4c47-aec6-569612a46fa4,TDA|4580f3d2-2d90-4050-82a3-dde7390fae7e,TDA|731b6978-5a48-4734-b714-4265bd4d2906",,"005afc9a-e0d5-410b-ad5d-fd82935bcd02","COMPLETED","2025-06-18 00:37:34.578","2025-10-12 15:55:32.278",,"Amazon Warehouse Associate",,,,"Employee",,"1. _Incident Description_ SSD-DC – HLA6 (GTDR near miss) – On 6/16/25 at 19:03, a GTDR near miss was reported to leadership. Specifically, it was escalated that a day shift associate failed to take the necessary steps to full complete the GTDR process for the trailer at dock door 194. Although the trailer was fully docked physically, the GTDR application showed the status of the trailer as “Docking,” meaning that the GTDR was still in progress virtually and not fully completed, leading to a mismatch.  
2. _Recordability Rationale_ - N/A 
3._Training – AA was trained in GTDR on 5/14/25.
4. _Root Cause_ - Upon further investigation, it was discovered that the associate did not complete all steps of GTDR process due to deviation from standard work of reading the screen and checking each step off one at a time. Additonally, the associate mentioned feeling rushed due to heavy IB volume day that required heavy GTDR support throughout the shift. Ultimately, leadership failed to communicate safety above all to associates as we kick off Prime. 
5. _Corrective Action_ - 1.) Leadership to shadow IB dock associates during GTDR process during Weeks 25, 26, and 27 to ensure compliance. (Owner: dqqueved ECD: 7/2/25) 2.) Partner with learning to review GTDR training material and fill any gaps.  (Owner: dqqueved ECD: 6/18/25). 3.)  Leadership to communicate safety standards during IDRT start ups throughout Prime. (Owner: dqqueved ECD: 7/2/25)
6._SGT – AA participated in 3 SGTs in the past 30 days.
7._ADAPT – AA has no previous safety adapts. 
","Receive Support","dd194","Transportation (TDR and Load Quality)","False","Caught in or between","Facility",,"False","Risk Management","Management Standards","Risk Management","UNLIKELY","MINOR","Machine or Machinery","Door",,,"b7ae2f9e-afb3-4c51-9967-4f820d59d3f6","COMPLETED","2025-06-18 00:37:36.485","2025-10-12 15:55:32.223",,,"False","False",,"False","False",,"False","False",,,"False","False",,,"False","True","False",,"Facility","False","False",,"Door","False",,"COMPLETED","2025-06-18 01:59:25.769","2025-10-12 15:57:29.876",,"Human - Leadership",,,,,"Deviation from defined process / Drift (Procedure, SOP, PMV/PtW)",,"Communication","Inadequate communication of safety requirements",,"Upload a completed root cause analysis file (e.g. A3 report)","{""id"":""734cc03a-4353-4f5d-8dfc-183f88ea2a1c"",""linkingId"":""71ed51e4-ad88-4817-8a63-0e720189038d"",""metadata"":{""fileName"":""lugvidri.docx"",""fileSizeBytes"":174543,""lastModifiedDate"":""2025-06-18T01:59:45.038Z"",""type"":""application/vnd.openxmlformats-officedocument.wordprocessingml.document"",""uploadDate"":""2025-06-18T01:59:45.038Z""}}",,"N/A","BLUE"
"Fresno","US","California","SSD DC","AMZL","AMZL-NA-R2L","HLA6","https://NA.ehs-amazon.com/incidents/incident/007edabc-22ee-4a26-8a68-3581edc42262/summary","PENDING","D","2025-05-19 23:21:38.959",,"CLOSED","NEAR_MISS","lopezsea","2025-05-19 23:21:38.959","2025-10-12 16:01:47.468",0,"2025-05-19 23:21:38.959",0,"ucruzald","Less than 1 month",20,"2025-05-19 00:00:00","2025-05-19T22:20:00Z","2025-05-19 00:00:00","2025-05-19T22:21:00Z",,"NEGLIGIBLE","HIGHLY_UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","HIGHLY_UNLIKELY","NEGLIGIBLE","TDA|8eac608e-2ab8-4038-965c-a56fce32522a,TDA|f9d15c4c-94d5-4da7-9cee-2e4e5195c6a7,TDA|5ae02a26-8841-4171-af17-73997edfdb69,TDA|1a93cf8f-6315-4601-8540-47972f16a859,TDA|c2e7827b-348d-4c47-aec6-569612a46fa4,TDA|4580f3d2-2d90-4050-82a3-dde7390fae7e,TDA|731b6978-5a48-4734-b714-4265bd4d2906",,"007edabc-22ee-4a26-8a68-3581edc42262","COMPLETED","2025-05-19 23:21:39.609","2025-10-12 15:58:00.827",,"Amazon Warehouse Associate",,,,"Employee",,"SSD: HLA6 - (Interaction w/ PIT ) - Description – On 5/19/25 AA#1 was about to exit aisle 191/192, as AA#1  was exiting the AA was honking but AA#2 was passing the same aisle but on the PIT highway heading South to park their OP. As AA#2 got maybe halfway past aisle 191/192 AA#1 proceeded to exit the aisle to enter the PIT highway which is when AA#1 collided and T-boned AA#2. AA#1 stated AA#2 was in their blind spot and didn’t see the AA unfortunately, resulting in the Pit on Pit Incident. AA#1 was picking for roughly 6hr prior to the incident transpiring. 
_ Recordability Rationale_ - N/A 
3._Training – AA was last trained for “ DC 2-2-2: Case Pick” on 2025-05-05. 
Root Cause_ -  Upon further investigation we came to the conclusion that…. Pending footage from Security to Safety, once reviewed we will circle back to land on a accurate root cause 
 5. _Corrective Action_ -  (Administrative)  
-  OP AMs to ensure all new hires understand the expectation of stopping prior to exiting their aisles and giving the extra effort to see what is behind their blind spot and/or if the hydraulic bar as it is in the middle of view when on the OP.
- Pick AM to announce at start up and send mid-shift FANs message advising AAs to keep eyes on path at all times and to not assume another OP operator is thinking what they are thinkg, make verbal communication if you are unsure & do not hurry out of aisles to get parking or rush to break/lunch. 
 SGT – AA has zero SGTs completed  out of the 1,003 done on site in the last 30days. 
ADAPT – AA has0 ADPAT in last 12months.
","Pick","VNA (Very Narrow Aisle)","PIT","False","Motor vehicle",,,"False","Motorized_Vehicle_Operation","Safety","Interaction (PIT/PIT)","HIGHLY_UNLIKELY","NEGLIGIBLE","Collision with another vehicle in motion (moving forward)",,,,"4b111967-1165-4746-9a5a-0d0d6479db84","READY","2025-05-19 23:21:41.531","2025-10-12 15:58:46.649",,,,,,,,,,,,,,,,,,,,,,,"False",,,,,"COMPLETED","2025-05-20 00:09:47.845","2025-10-12 15:58:00.895",,"Human - Behaviour","Failure to look in the direction of travel",,,,,,"Training or knowledge-transfer","Inadequate recall of training material",,"Upload a completed root cause analysis file (e.g. A3 report)","{""id"":""0898cca4-7404-4258-a1e4-1c294bc5f666"",""linkingId"":""2e7e12c7-65d9-4fec-b1f0-c4ad693012e1"",""metadata"":{""fileName"":""IDF.ucruzald.docx"",""fileSizeBytes"":176396,""lastModifiedDate"":""2025-05-20T00:09:59.764Z"",""type"":""application/vnd.openxmlformats-officedocument.wordprocessingml.document"",""uploadDate"":""2025-05-20T00:09:59.764Z""}}",,"N/A","WHITE_WITH_BLUE_BORDER"
"Fresno","US","California","SSD DC","AMZL","AMZL-NA-R2L","HLA6","https://NA.ehs-amazon.com/incidents/incident/0086fddf-6c47-441e-aca6-0421c82213c7/summary","PENDING","D","2026-01-07 07:47:21.201",,"CLOSED","NEAR_MISS","jdavonw","2026-01-07 07:47:21.201","2026-01-13 08:22:35.174",0,"2026-01-07 07:47:21.201",0,"ranimarq","Over 12 months",686,"2026-01-06 00:00:00","2026-01-07T07:28:00Z","2026-01-06 00:00:00","2026-01-07T07:29:00Z",,"NEGLIGIBLE","UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","UNLIKELY","NEGLIGIBLE","TDA|8eac608e-2ab8-4038-965c-a56fce32522a,TDA|f9d15c4c-94d5-4da7-9cee-2e4e5195c6a7,TDA|5ae02a26-8841-4171-af17-73997edfdb69,TDA|9c19b640-5d9d-4027-9117-b07051d1f1be,TDA|c2e7827b-348d-4c47-aec6-569612a46fa4,TDA|4580f3d2-2d90-4050-82a3-dde7390fae7e,TDA|731b6978-5a48-4734-b714-4265bd4d2906",,"0086fddf-6c47-441e-aca6-0421c82213c7","COMPLETED","2026-01-07 07:47:22.090","2026-01-07 08:02:23.983",,"Amazon Warehouse Associate",,,,"Employee",,"While maneuvering the turret away from the fuel pump, the AA misjudged the turning radius, resulting in contact with the safety barrier protecting the fuel pump.","Pallet Transfer In","PIT Parking","PIT","False","Struck by or against",,,"False","Systems / Launch","Environment","Training or training records","UNLIKELY","NEGLIGIBLE","Stationary object",,,,"64666a06-5916-4421-b25d-b2f9c8abde4d","COMPLETED","2026-01-07 07:47:24.243","2026-01-07 09:24:57.284",,,"False","False",,"False","False",,"False","False",,,"False","False",,,"False","False","False",,,"False","False",,,"False",,"COMPLETED","2026-01-07 12:18:43.863","2026-01-07 12:20:05.137",,"Human - Behaviour","Improper manual handling technique",,,,,,"Training or knowledge-transfer","Inadequate knowledge transfer",,"Upload a completed root cause analysis file (e.g. A3 report)","{""id"":""b7137e30-df3d-40d2-bbf6-8c9a2473a523"",""linkingId"":""2c865453-d5b0-46f9-843b-4235ed155778"",""metadata"":{""fileName"":""RCA 1.6.2026 Near Miss OP.docx"",""fileSizeBytes"":55963,""lastModifiedDate"":""2026-01-07T12:18:52.146Z"",""type"":""application/vnd.openxmlformats-officedocument.wordprocessingml.document"",""uploadDate"":""2026-01-07T12:18:52.146Z""}}",,"N/A","BLUE"
"Fresno","US","California","SSD DC","AMZL","AMZL-NA-R2L","HLA6","https://NA.ehs-amazon.com/incidents/incident/00952703-bf32-40d5-b914-1698b90a25b4/summary","PENDING","D","2025-10-09 03:50:32.964",,"CLOSED","NEAR_MISS","jdavonw","2025-10-09 03:50:32.964","2025-10-23 19:20:06.799",0,"2025-10-09 03:50:32.964",0,"helenloz","Over 12 months",745,"2025-10-08 00:00:00","2025-10-09T03:15:00Z","2025-10-08 00:00:00","2025-10-09T03:17:00Z",,"NEGLIGIBLE","UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","UNLIKELY","NEGLIGIBLE","TDA|8eac608e-2ab8-4038-965c-a56fce32522a,TDA|f9d15c4c-94d5-4da7-9cee-2e4e5195c6a7,TDA|5ae02a26-8841-4171-af17-73997edfdb69,TDA|1a93cf8f-6315-4601-8540-47972f16a859,TDA|c2e7827b-348d-4c47-aec6-569612a46fa4,TDA|4580f3d2-2d90-4050-82a3-dde7390fae7e,TDA|731b6978-5a48-4734-b714-4265bd4d2906",,"00952703-bf32-40d5-b914-1698b90a25b4","COMPLETED","2025-10-09 03:50:33.899","2025-10-12 15:55:31.887",,"Ops Associate",,,,"Employee",,"1. _Incident Description_ BU – HLA6 (Near Miss) -  While operating Order Picker #002 in the northbound direction on Orange Mile straightaway, both the operator and nearby Problem Solve Associate heard a sudden popping sound from beneath the vehicle. The Problem Solve Associate noticed the tire was glowing red and immediately instructed the operator to dismount the equipment. The operator complied promptly, and management was notified of the situation. Upon management's arrival to assess the incident, the Order Picker's tire began to ignite. Quick action was taken, and the fire was successfully extinguished using a nearby fire extinguisher.

2._Training – DC Pick Process Path Training 08-07-2025

3. _Root Cause_ - Amnesty in Orange Mile straightaway
4. _Corrective Action_ - Ensure Leadership stays on top on amnesty on the Orange Mile straightaway and VNAs (ownwer: jdavonw (10/20/2025) Have Pitbosses Redtag OP #002 (owner:jdavonw: 10/8/2025)
5._SGT – 0

6._ADAPT – 0
","Pick","Straight Away","Fire","True","Caught in or between","Electronic equipment",,"False","Fire and Explosion Hazard","Safety","Fire","UNLIKELY","NEGLIGIBLE","Machine or Machinery","Batteries",,,"64666a06-5916-4421-b25d-b2f9c8abde4d","COMPLETED","2025-10-09 03:50:35.893","2025-10-12 15:56:06.932",,,"False","False",,"False","False",,"False","False",,,"False","False",,,"False","True","True","IMG_3370.jpg,IMG_3368.jpg,Screenshot 2025-10-08 210808.png","Electronic equipment","False","False",,"Batteries","False",,"COMPLETED","2025-10-09 09:59:03.438","2025-10-12 15:57:06.095",,"Organizational - Process",,"Fire and explosion hazards",,,,,"Communication","Inadequate communication between work groups",,"Upload a completed root cause analysis file (e.g. A3 report)","{""id"":""93b3c561-f31f-4368-8442-e2fec06ce7ec"",""linkingId"":""58d721e0-0d04-4a98-b795-5e1f84c171de"",""metadata"":{""fileName"":""Near Miss 10.8.2025.docx"",""fileSizeBytes"":818757,""lastModifiedDate"":""2025-10-09T09:58:42.343Z"",""type"":""application/vnd.openxmlformats-officedocument.wordprocessingml.document"",""uploadDate"":""2025-10-09T09:59:14.482Z""}}",,"N/A","WHITE_WITH_BLUE_BORDER"
"Fresno","US","California","SSD DC","AMZL","AMZL-NA-R2L","HLA6","https://NA.ehs-amazon.com/incidents/incident/0163d1c3-4bf3-42f1-ae53-bc478c67da48/summary","PENDING","D","2025-06-23 04:05:35.406",,"CLOSED","NEAR_MISS","eddbermz","2025-06-23 04:05:35.406","2026-01-01 01:03:24.184",0,"2025-06-23 04:05:35.406",0,"agurskau","2-4 months",86,"2025-06-22 00:00:00","2025-06-23T03:40:00Z","2025-06-22 00:00:00","2025-06-23T03:50:00Z",,"LOW","POSSIBLE","NEGLIGIBLE","LOW","POSSIBLE","NEGLIGIBLE","TDA|8eac608e-2ab8-4038-965c-a56fce32522a,TDA|f9d15c4c-94d5-4da7-9cee-2e4e5195c6a7,TDA|5ae02a26-8841-4171-af17-73997edfdb69,TDA|1a93cf8f-6315-4601-8540-47972f16a859,TDA|c2e7827b-348d-4c47-aec6-569612a46fa4,TDA|4580f3d2-2d90-4050-82a3-dde7390fae7e,TDA|731b6978-5a48-4734-b714-4265bd4d2906",,"0163d1c3-4bf3-42f1-ae53-bc478c67da48","COMPLETED","2025-06-23 04:05:36.094","2025-10-12 15:58:49.169",,"Amazon Warehouse Associate",,,,"Employee",,"1. _Incident Description_ BU - HLA6(ICAQ near miss) – On 6/22/25 at approximately 2040, AA was traveling to aisle 185 and believed she turned on the wire guidance button and started to enter aisle 185 and struck the yellow guard rail, which set off the OP alarm. 
2. _Recordability Rationale_ - NA
3._Training –4/1/2025 PIT trained 
4. _Root Cause_ - not paying attention the side rail before entering the VNA
5. _Corrective Action_ - retrain on OP and review safety procedures 
6._SGT –0
7._ADAPT –0
","ICQA","VNA (Very Narrow Aisle)","PIT","False","Struck by or against",,,"False","Competence, Awareness, and Training","Management Standards","Competence, Awareness, and Training","POSSIBLE","NEGLIGIBLE","Collision with fixed object",,,,"33d2768b-2c81-45ef-ae7c-a26565f758f8","COMPLETED","2025-06-23 04:05:37.990","2025-10-12 15:58:39.395",,,"False","False",,"False","False",,"False","False",,,"False","False",,,"False","True","True","near miss 1.jpg,near miss 2.jpg","PIT","False","False",,"Order picker","False",,"COMPLETED","2025-06-23 10:02:38.290","2026-01-01 01:02:29.196",,"Human - Behaviour","Operating at improper speed",,,,,,"Inadequate or missing standards or procedures","Inadequate implementation of procedure",,"Upload a completed root cause analysis file (e.g. A3 report)","{""id"":""41bdfd75-10c5-4bad-a545-a4c3898e6859"",""linkingId"":""4dcba636-5ca6-4352-a484-75f28ec7984d"",""metadata"":{""fileName"":""incident 6.23.25 gurskau.docx"",""fileSizeBytes"":173223,""lastModifiedDate"":""2025-06-24T03:29:08.107Z"",""type"":""application/vnd.openxmlformats-officedocument.wordprocessingml.document"",""uploadDate"":""2025-06-24T03:29:15.949Z""}}",,"N/A","BLUE"
"Fresno","US","California","SSD DC","AMZL","AMZL-NA-R2L","HLA6","https://NA.ehs-amazon.com/incidents/incident/01f0e255-8d5e-48a8-a571-3100a57d326c/summary","PENDING","D","2025-12-15 04:22:09.610",,"CLOSED","NEAR_MISS","nategee","2025-12-15 04:22:09.610","2025-12-31 23:10:24.628",0,"2025-12-15 04:22:09.610",0,"rijosepc","Over 12 months",1105,"2025-12-14 00:00:00","2025-12-15T03:45:00Z","2025-12-14 00:00:00","2025-12-15T04:00:00Z",,"NEGLIGIBLE","HIGHLY_UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","HIGHLY_UNLIKELY","NEGLIGIBLE","TDA|8eac608e-2ab8-4038-965c-a56fce32522a,TDA|f9d15c4c-94d5-4da7-9cee-2e4e5195c6a7,TDA|5ae02a26-8841-4171-af17-73997edfdb69,TDA|9c19b640-5d9d-4027-9117-b07051d1f1be,TDA|c2e7827b-348d-4c47-aec6-569612a46fa4,TDA|4580f3d2-2d90-4050-82a3-dde7390fae7e,TDA|731b6978-5a48-4734-b714-4265bd4d2906",,"01f0e255-8d5e-48a8-a571-3100a57d326c","COMPLETED","2025-12-15 04:22:10.570","2025-12-15 10:29:07.296",,"Amazon Warehouse Associate",,,,"Employee",,"1. _Incident Description_ BU – HLA6 (near miss, Turret) –   On December 14, 2025, at approximately 19:45, an Associate assigned to SAP was performing Bin Verification in aisle 364. While transporting an amnesty pallet to the SAP desk, their PIT turret made contact with a loaded pallet on the right side. The impact resulted in damage to the wooden pallet and dislodged product. The damaged pallet requires removal. No injuries were reported in this incident.
2. _Recordability Rationale_ - NA 
3._Training – 3.16.24 Turret training
4. _Root Cause_ - Pallets not being fully seated when stowed
5. _Corrective Action_ -  Safety standdown with all Turrets on the importance of focusing on Safety (owner: nategee; ECD: 12.29.25); 
6._SGT – 0
7._ADAPT – 0 
","Pallet Transfer In","Pallet Racking","PIT","False","Struck by or against",,,"False","Work Environment","Safety","Working in confined space","HIGHLY_UNLIKELY","NEGLIGIBLE","Stationary object",,,,"6a9e03f2-b69c-4630-b2b9-ba8980a506e6","COMPLETED","2025-12-15 04:22:12.709","2025-12-15 04:56:19.401",,,"False","False",,"False","False",,"False","False",,,"False","False",,,"False","False","True","IMG_7201.jpg,IMG_7200.jpg,IMG_7202.jpg,IMG_7203.jpg",,"False","False",,,"False",,"COMPLETED","2025-12-15 11:38:29.161","2025-12-15 11:40:32.881",,"Organizational - Process",,"Improper loading or stacking",,,,,"Inadequate or missing standards or procedures","Inadequate implementation of procedure",,"Upload a completed root cause analysis file (e.g. A3 report)","{""id"":""03d07ce3-9a6f-4fcb-b1fd-a45a4351b220"",""linkingId"":""a4a0743a-400c-4452-9f38-96d538a74a1b"",""metadata"":{""fileName"":""SSD Operations-Incident Investigation Tool Kit _ rijosepc 12.14.25.docx"",""fileSizeBytes"":1774201,""lastModifiedDate"":""2025-12-15T11:30:19.588Z"",""type"":""application/vnd.openxmlformats-officedocument.wordprocessingml.document"",""uploadDate"":""2025-12-15T11:38:51.578Z""}}",,"N/A","BLUE"
"Fresno","US","California","SSD DC","AMZL","AMZL-NA-R2L","HLA6","https://NA.ehs-amazon.com/incidents/incident/02131216-feec-4cf9-b8cd-15fdbc29a75b/summary","PENDING","C","2025-12-10 20:42:56.576",,"CLOSED","NEAR_MISS","kchahals","2025-12-10 20:42:56.576","2025-12-31 23:33:56.573",0,"2025-12-10 20:42:56.576",0,"dkalpnan","4-6 months",138,"2025-12-10 00:00:00","2025-12-10T20:30:00Z","2025-12-10 00:00:00","2025-12-10T20:40:00Z",,"LOW","UNLIKELY","MINOR","LOW","UNLIKELY","MINOR","TDA|8eac608e-2ab8-4038-965c-a56fce32522a,TDA|f9d15c4c-94d5-4da7-9cee-2e4e5195c6a7,TDA|5ae02a26-8841-4171-af17-73997edfdb69,TDA|9c19b640-5d9d-4027-9117-b07051d1f1be,TDA|c2e7827b-348d-4c47-aec6-569612a46fa4,TDA|4580f3d2-2d90-4050-82a3-dde7390fae7e,TDA|731b6978-5a48-4734-b714-4265bd4d2906",,"02131216-feec-4cf9-b8cd-15fdbc29a75b","COMPLETED","2025-12-10 20:42:57.428","2025-12-10 20:47:48.816",,"Amazon Warehouse Associate",,,,"Employee",,"AA was stowing and after their cage was empty they attempted to drive in the car wash zones to get a new cage full of WIP. When turning into the car wash AA wasn't aware of how close the pole was and when turning into the zone the corner of the OP struck the yellow barrier. ","Case Transfer In","Car wash","PIT","False","Struck by or against",,,"False","Materials/Objects & Equipment/Mechanical","Safety","Moving equipment","UNLIKELY","MINOR","Collision with fixed object",,,,"84f0e7cd-6d1c-4ca5-9b55-0623d2d7a42a","COMPLETED","2025-12-10 20:42:59.427","2025-12-10 21:01:22.468",,,"False","False",,"True","False",,"False","False",,,"False","False",,,"False","False","False",,,"False","False",,,"False",,"COMPLETED","2025-12-10 21:43:24.153","2025-12-10 21:44:25.122",,"Human - Behaviour","Failure to look in the direction of travel",,,,,,"Inadequate or missing standards or procedures","Missing standards or procedures",,"Upload a completed root cause analysis file (e.g. A3 report)","{""id"":""067ea645-a8d4-4a86-bd5f-3f2a42914071"",""linkingId"":""10366ff1-79c2-44ca-bcc4-8d27f706ef5d"",""metadata"":{""fileName"":""SSD+Operations-Incident+Investigation+Tool+Kit+22 (1).docx"",""fileSizeBytes"":173496,""lastModifiedDate"":""2025-12-10T21:43:32.788Z"",""type"":""application/vnd.openxmlformats-officedocument.wordprocessingml.document"",""uploadDate"":""2025-12-10T21:43:32.788Z""}}",,"AA was stowing for approx. 4 hours prior to the near miss. AA stated they were entering the car wash zone to pick up a new cage due to them emptying theirs out. When AA turned into the drop zone they were not aware of the gap between the yellow barrier pole and their OP. After turning in the zone their OP struck the yellow barrier. 2. _Record-ability Rationale_- Associates were not provided with any OTC or ice pack as no injuries were reported. AAs OP perms were removed and were placed in palletize as that was the only process path trained in. 3._Training – Training-AA was trained to stow on November 10, 2025. 4. Root cause_- After further investigation it was found that the Root Cause of the incident was due to not being aware of the space around the AA specifically the yellow barrier by the drop zone by stow north area .) 5. _Corrective Action- 1 Stand down with all AAs to ensure they are properly aware of their surroundings when operating PITs. (Owner:chahal,karnveer ECD:12/18/2025). 6._SGT – AA completed 0 SGT’s in the last 6 weeks. 7._ADAPT – 0","WHITE_WITH_BLUE_BORDER"
